feature1,feature2,feature3,target
9.715713887208365,blue,2024-05-30,B
6.4640924132913415,blue,2024-05-31,A
8.342857055763446,blue,2024-06-01,B
10.726287184628204,,2024-06-02,B
11.2831267550265,blue,2024-06-03,A
13.417241763530894,blue,2024-06-04,A
9.788377217653611,red,2024-06-05,B
13.216797485682688,,2024-06-06,B
,blue,2024-06-07,B
7.844541492660264,green,2024-06-08,A
9.121153175583567,red,2024-06-09,B
9.427997796619177,blue,2024-06-10,B
9.854871206792945,red,2024-06-11,A
6.786251327135845,green,2024-06-12,B
9.469446503265095,blue,2024-06-13,B
13.718752835613232,red,2024-06-14,B
11.342891759879135,green,2024-06-15,A
11.506956807648775,blue,2024-06-16,A
6.331060073274844,red,2024-06-17,B
11.331252366382758,red,2024-06-18,A
8.57087640741782,green,2024-06-19,B
,green,2024-06-20,A
10.529271058756482,green,2024-06-21,B
8.524081383594998,red,2024-06-22,B
9.686131127681152,green,2024-06-23,B
9.397717255974923,blue,2024-06-24,A
9.008538777759828,blue,2024-06-25,B
11.562606021678697,red,2024-06-26,B
10.012487721741598,blue,2024-06-27,A
6.293673304097954,blue,2024-06-28,B
9.839052234970714,green,2024-06-29,B
10.880420837269845,red,2024-06-30,B
,red,2024-07-01,A
13.4951401170271,green,2024-07-02,B
12.206193120837277,green,2024-07-03,A
10.863256362751333,green,2024-07-04,A
12.263639630031935,red,2024-07-05,A
16.50501898023783,blue,2024-07-06,A
10.044132863388759,blue,2024-07-07,B
11.250333709608645,green,2024-07-08,A
10.953246771900004,red,2024-07-09,A
10.413080993806151,blue,2024-07-10,A
,green,2024-07-11,B
,blue,2024-07-12,A
12.959723838136775,red,2024-07-13,B
8.318169891389655,blue,2024-07-14,B
9.742690414954147,red,2024-07-15,A
11.544639182618667,blue,2024-07-16,B
12.967559420553798,green,2024-07-17,B
13.851444552500794,red,2024-07-18,B
6.990698421128493,blue,2024-07-19,B
,red,2024-07-20,A
9.767222414428154,blue,2024-07-21,A
8.692898548145756,,2024-07-22,B
,green,2024-07-23,A
11.596028410087538,blue,2024-07-24,A
9.367131865534065,,2024-07-25,B
7.9332506133697835,red,2024-07-26,A
11.541586086009556,green,2024-07-27,A
10.657502236317924,green,2024-07-28,A
9.2833004130186,green,2024-07-29,B
5.49262222162605,,2024-07-30,A
10.748562328115911,red,2024-07-31,A
14.334066646828507,green,2024-08-01,A
13.445686194030852,,2024-08-02,A
12.860956351623367,green,2024-08-03,A
6.34200630557565,blue,2024-08-04,A
9.43222331512204,blue,2024-08-05,A
12.516663250962228,red,2024-08-06,A
7.503848352634979,blue,2024-08-07,A
6.408337449509357,green,2024-08-08,A
,green,2024-08-09,B
10.444690354101201,green,2024-08-10,B
12.33554721780811,red,2024-08-11,A
10.41607994110244,red,2024-08-12,A
9.816433246440777,blue,2024-08-13,A
,green,2024-08-14,B
12.573132773499852,green,2024-08-15,B
13.315501735579977,blue,2024-08-16,B
10.423258498650428,green,2024-08-17,A
7.968730003200498,green,2024-08-18,A
10.275179772342478,,2024-08-19,A
,blue,2024-08-20,B
10.959472458198972,,2024-08-21,B
9.413553105301586,green,2024-08-22,B
10.357852031228314,green,2024-08-23,A
10.210738653190454,red,2024-08-24,B
7.630341989136957,green,2024-08-25,A
9.400893650558219,blue,2024-08-26,A
10.972231388159877,red,2024-08-27,B
9.823844855804115,red,2024-08-28,A
8.127934050688324,green,2024-08-29,A
10.24173701590344,red,2024-08-30,B
9.76017694832611,red,2024-08-31,B
10.720258471908036,blue,2024-09-01,B
9.544885049870597,green,2024-09-02,B
12.285585206029616,,2024-09-03,B
8.505613150858903,red,2024-09-04,A
,,2024-09-05,B
8.943231303560232,green,2024-09-06,A
9.576091113578535,green,2024-09-07,B
12.952998439747248,,2024-09-08,B
9.568236528035131,green,2024-09-09,B
,red,2024-09-10,B
,blue,2024-09-11,B
8.26670052056817,,2024-09-12,A
12.445853088932616,red,2024-09-13,A
8.345025525178686,blue,2024-09-14,B
9.929487453050882,green,2024-09-15,A
8.78909500681572,blue,2024-09-16,B
,blue,2024-09-17,B
5.201728289951607,blue,2024-09-18,A
11.98929809751467,,2024-09-19,A
8.778435247836923,red,2024-09-20,A
10.580920468403836,green,2024-09-21,B
8.766420499096395,red,2024-09-22,A
11.334390546005038,green,2024-09-23,B
7.036260766853788,green,2024-09-24,B
9.141197846186861,red,2024-09-25,A
8.984558810372022,blue,2024-09-26,B
7.825392283116892,red,2024-09-27,B
,red,2024-09-28,A
10.783622404130153,red,2024-09-29,B
11.528572517675311,,2024-09-30,B
7.69737102922204,red,2024-10-01,A
12.46847919395347,blue,2024-10-02,B
12.360234061832726,green,2024-10-03,A
12.25454082487796,blue,2024-10-04,B
9.81016124800294,blue,2024-10-05,A
7.6324638966495515,green,2024-10-06,B
8.48712598484108,red,2024-10-07,A
8.839442826269984,red,2024-10-08,B
9.127416201662777,blue,2024-10-09,A
10.032463535858094,red,2024-10-10,B
12.063760379728587,green,2024-10-11,A
12.063670598943924,red,2024-10-12,B
9.591498957129255,,2024-10-13,B
8.441685020113885,red,2024-10-14,A
6.707696144935572,blue,2024-10-15,A
5.9595027576010695,green,2024-10-16,B
11.778117461283381,red,2024-10-17,B
13.11275140208131,red,2024-10-18,A
7.9211968088277676,blue,2024-10-19,A
9.580488678251585,,2024-10-20,B
,,2024-10-21,A
8.905676182913815,,2024-10-22,A
,blue,2024-10-23,A
7.30067710993905,green,2024-10-24,A
10.806183616881766,blue,2024-10-25,A
12.052967989140974,blue,2024-10-26,A
9.81085408348952,blue,2024-10-27,B
9.426586497048758,blue,2024-10-28,A
11.881476968662342,red,2024-10-29,A
8.364458123458846,green,2024-10-30,B
11.992564557019865,green,2024-10-31,A
8.685277051290813,green,2024-11-01,B
8.22950178782919,blue,2024-11-02,B
12.921225417175126,,2024-11-03,B
9.647567949058617,green,2024-11-04,A
11.86532837474492,blue,2024-11-05,B
7.879987011974523,red,2024-11-06,A
11.628149216935459,red,2024-11-07,A
11.257983450179907,red,2024-11-08,A
8.684693540598087,blue,2024-11-09,A
10.45703441497065,green,2024-11-10,B
11.444645251731924,blue,2024-11-11,B
10.146580050769382,,2024-11-12,B
7.5394478118879595,,2024-11-13,A
9.152918472875088,blue,2024-11-14,A
8.019267342742406,blue,2024-11-15,A
10.075968215001488,red,2024-11-16,A
10.221023965647792,blue,2024-11-17,A
12.153874871734331,,2024-11-18,A
9.9181718149225,blue,2024-11-19,A
12.57093348509137,blue,2024-11-20,B
,red,2024-11-21,B
10.292684714394863,blue,2024-11-22,B
9.067516082277233,red,2024-11-23,A
9.839552585456383,blue,2024-11-24,A
8.655836233272797,red,2024-11-25,B
8.729256300145117,red,2024-11-26,A
,red,2024-11-27,A
8.422538101279276,blue,2024-11-28,B
8.59213996758251,blue,2024-11-29,B
10.611929314679694,red,2024-11-30,B
10.316741547325266,,2024-12-01,B
9.849984869757986,blue,2024-12-02,B
10.364293213591276,green,2024-12-03,B
11.592794863832957,,2024-12-04,B
11.13686768296264,red,2024-12-05,A
11.368000866485005,blue,2024-12-06,A
9.725518130068165,blue,2024-12-07,B
9.783396398352297,red,2024-12-08,B
12.365454914673567,,2024-12-09,A
10.43656073570444,red,2024-12-10,B
9.27621292478823,green,2024-12-11,A
10.028030253187245,green,2024-12-12,A
,red,2024-12-13,A
9.745150619177517,green,2024-12-14,B
8.16237225028336,green,2024-12-15,B
,blue,2024-12-16,A
6.3540626192280945,red,2024-12-17,A
5.408004860682538,red,2024-12-18,A
7.222902091947207,blue,2024-12-19,B
10.004764204634826,green,2024-12-20,B
12.397149816973375,green,2024-12-21,A
14.5125068120999,blue,2024-12-22,B
7.921263856954248,red,2024-12-23,A
9.792679688348104,green,2024-12-24,A
11.84646632965522,blue,2024-12-25,B
,red,2024-12-26,A
9.255209306174496,blue,2024-12-27,B
11.68914116311707,red,2024-12-28,B
8.933243981296883,green,2024-12-29,B
11.272843807958903,red,2024-12-30,A
10.937777660879728,red,2024-12-31,B
8.25764368065807,blue,2025-01-01,A
10.923032551234215,blue,2025-01-02,A
11.393980173172825,blue,2025-01-03,B
7.872621094945334,green,2025-01-04,A
10.357773511950425,red,2025-01-05,B
9.739175009586567,blue,2025-01-06,B
9.839284335071573,green,2025-01-07,A
12.097013941356732,green,2025-01-08,A
11.76899060048924,blue,2025-01-09,B
11.99385240501777,green,2025-01-10,B
7.714740662316869,red,2025-01-11,A
7.837439652181258,green,2025-01-12,B
11.583444392889403,green,2025-01-13,A
11.94359574718374,red,2025-01-14,A
6.413005606343663,blue,2025-01-15,A
5.4410608461284,red,2025-01-16,A
10.404823430568207,red,2025-01-17,A
9.680423052192264,green,2025-01-18,A
8.651463667950129,green,2025-01-19,A
11.28010207750856,red,2025-01-20,A
11.572471920093605,green,2025-01-21,A
7.929913609941495,blue,2025-01-22,B
9.386829704012333,green,2025-01-23,A
11.39753730968011,blue,2025-01-24,A
9.09822559238772,green,2025-01-25,A
,,2025-01-26,A
8.287478949738967,red,2025-01-27,B
9.860948889951626,blue,2025-01-28,B
6.426142255900852,,2025-01-29,B
6.257746811943403,red,2025-01-30,B
12.343766077412795,blue,2025-01-31,A
10.64339662059147,,2025-02-01,A
11.034571553088991,blue,2025-02-02,A
9.316780999916636,red,2025-02-03,A
7.127309605540671,green,2025-02-04,A
9.154756757623792,blue,2025-02-05,B
11.731735618800016,green,2025-02-06,B
6.522889382218541,green,2025-02-07,B
8.585019738034523,blue,2025-02-08,B
15.960066216739317,green,2025-02-09,B
11.369636738780297,green,2025-02-10,B
8.054936328757847,blue,2025-02-11,B
9.512385031657852,blue,2025-02-12,B
12.174674159445189,green,2025-02-13,B
,blue,2025-02-14,A
8.551442259539193,red,2025-02-15,B
11.51045963378995,blue,2025-02-16,A
6.855321414299111,red,2025-02-17,B
10.042025202252624,blue,2025-02-18,B
9.296226757792622,blue,2025-02-19,B
11.798090370504058,blue,2025-02-20,A
6.829135924052945,red,2025-02-21,B
10.864352814897455,green,2025-02-22,B
6.184358236772615,blue,2025-02-23,A
6.294220123449682,blue,2025-02-24,B
9.276785802652784,red,2025-02-25,B
6.774344769561159,blue,2025-02-26,B
9.306801566730588,red,2025-02-27,B
10.789841756057506,,2025-02-28,B
11.187495394133936,red,2025-03-01,A
9.126596182597744,blue,2025-03-02,A
7.970620088014931,green,2025-03-03,B
11.331714407076591,green,2025-03-04,B
13.072434951294829,blue,2025-03-05,A
,,2025-03-06,A
8.683003660070788,green,2025-03-07,A
9.544607329590225,green,2025-03-08,A
11.275255681495569,green,2025-03-09,A
6.408737087995243,red,2025-03-10,B
13.671278634252158,blue,2025-03-11,A
8.324410273259948,blue,2025-03-12,A
10.935213138979984,green,2025-03-13,A
13.399227132917424,,2025-03-14,A
9.907818405044646,red,2025-03-15,A
9.807987512368728,blue,2025-03-16,A
10.130046121920005,red,2025-03-17,A
5.78579120378512,blue,2025-03-18,A
11.338862094758063,blue,2025-03-19,B
,green,2025-03-20,A
10.682821911161767,green,2025-03-21,A
9.61993145292443,red,2025-03-22,A
10.982018679310816,red,2025-03-23,A
10.875047651716317,blue,2025-03-24,B
14.742840936845006,blue,2025-03-25,B
11.695638320571488,green,2025-03-26,B
8.432309710411836,red,2025-03-27,B
14.462018977941469,green,2025-03-28,A
11.039531901715996,red,2025-03-29,B
9.342511291070512,blue,2025-03-30,B
7.303723481615142,blue,2025-03-31,B
10.996480422279683,,2025-04-01,A
11.235625951017422,red,2025-04-02,A
10.65182367622764,blue,2025-04-03,B
11.958898638100347,blue,2025-04-04,A
12.423139095176207,green,2025-04-05,A
8.034071800626831,blue,2025-04-06,B
9.36537908650189,green,2025-04-07,A
14.160104827632392,,2025-04-08,A
,red,2025-04-09,A
10.71532908165871,red,2025-04-10,A
13.320339603405452,green,2025-04-11,B
9.678202754290236,,2025-04-12,B
11.807819936332997,green,2025-04-13,B
10.021174416887135,blue,2025-04-14,A
,blue,2025-04-15,B
13.14241373337783,green,2025-04-16,B
9.618902559916553,red,2025-04-17,B
7.2478556427682275,red,2025-04-18,A
10.332971651152304,red,2025-04-19,A
13.43699883624171,green,2025-04-20,B
9.973586151910972,,2025-04-21,B
9.63811265165146,,2025-04-22,B
9.947270890781496,green,2025-04-23,B
10.80697006013601,green,2025-04-24,A
8.324884889239488,red,2025-04-25,B
8.772223509927914,green,2025-04-26,A
9.369210028841428,blue,2025-04-27,B
12.53577185210713,blue,2025-04-28,B
10.396012126710025,red,2025-04-29,A
13.44976442553065,green,2025-04-30,A
10.488360324819961,,2025-05-01,B
7.211144657079558,blue,2025-05-02,A
10.48841958770081,,2025-05-03,A
9.323837651277955,,2025-05-04,A
11.632635779779358,green,2025-05-05,A
7.601255558484327,green,2025-05-06,A
13.70933485686368,blue,2025-05-07,A
9.442548837616217,blue,2025-05-08,A
,blue,2025-05-09,A
10.230332682386512,green,2025-05-10,B
9.849259858226134,green,2025-05-11,B
10.822479122278606,,2025-05-12,B
10.617221475178379,,2025-05-13,A
11.60460833630805,blue,2025-05-14,A
11.324216798947171,blue,2025-05-15,A
,blue,2025-05-16,A
9.943827054475802,blue,2025-05-17,B
7.602713060230882,green,2025-05-18,B
7.116211282013919,red,2025-05-19,B
5.636574162294741,blue,2025-05-20,B
9.9118110512611,blue,2025-05-21,A
5.656785526095262,green,2025-05-22,A
9.839785198040538,red,2025-05-23,B
,blue,2025-05-24,B
8.434616442862806,red,2025-05-25,B
11.270406067130653,blue,2025-05-26,A
9.38404786674223,,2025-05-27,A
7.89134010657669,blue,2025-05-28,B
7.542560659842021,green,2025-05-29,A
,blue,2025-05-30,A
13.40452541491348,red,2025-05-31,B
9.96879474770966,blue,2025-06-01,A
6.223201139112986,green,2025-06-02,A
10.453525629913914,blue,2025-06-03,A
12.822613101601883,blue,2025-06-04,B
9.965618431415956,green,2025-06-05,B
,red,2025-06-06,A
10.90953702529918,green,2025-06-07,B
7.138949696127984,red,2025-06-08,A
10.159934286417839,blue,2025-06-09,A
12.966839831725325,blue,2025-06-10,B
14.954762482867023,red,2025-06-11,B
10.630963300413772,blue,2025-06-12,A
9.445519265769526,red,2025-06-13,B
11.226569808768193,green,2025-06-14,A
10.075902628276108,blue,2025-06-15,B
7.067918725266474,blue,2025-06-16,B
11.571268384694482,blue,2025-06-17,B
8.078122656721781,blue,2025-06-18,A
,blue,2025-06-19,A
8.49511204389799,,2025-06-20,A
7.790785041636969,blue,2025-06-21,A
8.68759324925391,red,2025-06-22,B
,blue,2025-06-23,B
7.2770969171362925,blue,2025-06-24,B
9.399448178491314,,2025-06-25,A
9.460957771339794,red,2025-06-26,A
11.759068588032545,green,2025-06-27,A
10.018539159462906,green,2025-06-28,B
5.539173972598768,red,2025-06-29,A
11.598855651692185,red,2025-06-30,A
8.015896403043794,green,2025-07-01,B
,,2025-07-02,B
,green,2025-07-03,A
9.28727572618098,blue,2025-07-04,B
8.270252055370925,red,2025-07-05,B
,,2025-07-06,A
7.304145962359819,,2025-07-07,B
11.593577890061354,green,2025-07-08,B
5.295593491103436,,2025-07-09,B
12.142123060324774,green,2025-07-10,A
10.983138612514354,red,2025-07-11,B
,blue,2025-07-12,A
,blue,2025-07-13,B
9.882300700187121,red,2025-07-14,B
11.498125988460167,green,2025-07-15,A
10.191250674818333,red,2025-07-16,B
8.635061645589865,blue,2025-07-17,B
10.532444454614737,green,2025-07-18,A
10.917094788554861,red,2025-07-19,A
11.343074837434198,blue,2025-07-20,B
11.43271101687775,green,2025-07-21,B
10.936609855565285,blue,2025-07-22,A
11.982168877087329,blue,2025-07-23,A
8.574021132751309,green,2025-07-24,B
11.281406085117142,blue,2025-07-25,B
8.032178278028505,blue,2025-07-26,B
7.605341896550566,green,2025-07-27,B
11.9522221913431,green,2025-07-28,A
8.562873072466738,green,2025-07-29,A
5.408818796559028,green,2025-07-30,B
12.378298571234714,green,2025-07-31,A
14.576303868677524,red,2025-08-01,A
10.82229253140761,red,2025-08-02,A
7.926679102217523,red,2025-08-03,A
8.633172533379298,green,2025-08-04,A
8.617442174450565,blue,2025-08-05,B
10.336240538540558,green,2025-08-06,A
10.009762696344039,blue,2025-08-07,B
13.13258433647227,red,2025-08-08,B
8.621269000895333,blue,2025-08-09,B
,red,2025-08-10,A
8.218218622443656,green,2025-08-11,A
9.94871334508474,blue,2025-08-12,B
9.212577755110255,blue,2025-08-13,A
10.67288813422833,green,2025-08-14,B
14.359342846393847,red,2025-08-15,B
7.9722929270772305,blue,2025-08-16,B
8.017693893336453,green,2025-08-17,A
7.589769813683652,blue,2025-08-18,A
7.420018105959354,blue,2025-08-19,B
11.263491849704954,red,2025-08-20,A
13.806900582937889,red,2025-08-21,B
9.567915594243834,blue,2025-08-22,B
8.350816373968236,green,2025-08-23,B
,green,2025-08-24,B
8.622133748749043,blue,2025-08-25,A
7.706150873133341,green,2025-08-26,B
7.5554893487344135,red,2025-08-27,B
10.64849456921743,green,2025-08-28,A
11.455744085419264,red,2025-08-29,B
10.911885034727332,green,2025-08-30,A
7.960729920862936,blue,2025-08-31,B
9.912591987891847,,2025-09-01,A
11.349602385348149,,2025-09-02,A
10.730958038374352,blue,2025-09-03,A
,blue,2025-09-04,A
11.841591144455581,red,2025-09-05,A
9.777071740407111,green,2025-09-06,A
11.008474449979788,red,2025-09-07,B
12.405323811311646,,2025-09-08,B
7.704282624017919,,2025-09-09,B
8.555392689426375,,2025-09-10,B
11.368210879553345,green,2025-09-11,B
12.23797187532011,red,2025-09-12,B
13.544008819240126,blue,2025-09-13,A
9.69164686303037,red,2025-09-14,B
9.178958004037021,blue,2025-09-15,B
10.612278356256871,blue,2025-09-16,A
9.471368171433742,blue,2025-09-17,B
11.740933336358166,blue,2025-09-18,A
11.46981135845192,green,2025-09-19,A
8.627484071112994,green,2025-09-20,B
9.188450594040871,blue,2025-09-21,A
12.10306084417785,blue,2025-09-22,A
6.3602675605644485,,2025-09-23,B
11.542085293990606,red,2025-09-24,B
11.83426435254014,green,2025-09-25,A
9.447911380172851,red,2025-09-26,B
6.299121467730654,green,2025-09-27,B
5.315287409443305,green,2025-09-28,A
10.05878232706746,green,2025-09-29,B
10.776386933818001,green,2025-09-30,A
9.892823321711207,green,2025-10-01,A
11.647062514102634,green,2025-10-02,B
9.53982228001241,green,2025-10-03,A
12.194077561952277,red,2025-10-04,A
6.870181670474984,red,2025-10-05,B
10.697529271674185,red,2025-10-06,B
5.663969299684548,green,2025-10-07,A
8.984382129236568,green,2025-10-08,A
10.534751701617488,green,2025-10-09,A
11.216982261038137,red,2025-10-10,A
8.56846084213094,blue,2025-10-11,B
8.409934595021177,blue,2025-10-12,B
11.165968593994137,,2025-10-13,B
9.8414540552163,red,2025-10-14,B
7.4496996975552605,red,2025-10-15,B
10.03612305139991,red,2025-10-16,B
14.555551290108372,blue,2025-10-17,A
8.309532168246024,blue,2025-10-18,A
9.546586828248717,red,2025-10-19,A
9.882933346337325,blue,2025-10-20,A
10.466180560373033,green,2025-10-21,A
13.360262220161705,blue,2025-10-22,A
10.085308743636505,blue,2025-10-23,B
10.875156189845976,blue,2025-10-24,A
12.800593678255241,blue,2025-10-25,A
6.00874786625684,green,2025-10-26,A
14.404156923550762,blue,2025-10-27,B
10.372033480461644,green,2025-10-28,A
11.172317910966873,green,2025-10-29,B
8.553446666801344,red,2025-10-30,A
8.592606059982463,,2025-10-31,B
,blue,2025-11-01,A
8.738023677303282,,2025-11-02,B
9.63312093006807,green,2025-11-03,B
,,2025-11-04,A
,green,2025-11-05,A
8.821601332486985,,2025-11-06,A
9.208230879462626,green,2025-11-07,B
9.981922051086075,blue,2025-11-08,B
10.756944254612584,red,2025-11-09,A
12.095950849512102,green,2025-11-10,A
9.21183156612526,,2025-11-11,A
10.59616236664208,,2025-11-12,B
10.207058246322342,blue,2025-11-13,A
10.668512026475799,red,2025-11-14,B
12.660606922236486,green,2025-11-15,A
10.841043286255932,green,2025-11-16,A
12.454094536698518,blue,2025-11-17,B
12.657161040794552,green,2025-11-18,B
,green,2025-11-19,A
14.507329436694503,green,2025-11-20,A
,red,2025-11-21,A
11.847701373767158,green,2025-11-22,A
,,2025-11-23,A
11.510571478381495,blue,2025-11-24,B
12.253647437199144,red,2025-11-25,A
,,2025-11-26,A
11.319255916387544,blue,2025-11-27,B
12.663911358627807,red,2025-11-28,B
8.886870560003953,,2025-11-29,A
8.505330112256926,green,2025-11-30,A
,blue,2025-12-01,A
7.463963537043833,green,2025-12-02,A
9.789251679172644,red,2025-12-03,A
12.384348776168657,blue,2025-12-04,A
11.787058248915729,,2025-12-05,B
10.52267751578724,red,2025-12-06,A
9.693142583765582,blue,2025-12-07,A
13.289142366361391,green,2025-12-08,A
10.540077391772147,red,2025-12-09,A
9.421732937605315,green,2025-12-10,A
,blue,2025-12-11,A
14.426864661303243,green,2025-12-12,B
5.509549907730781,green,2025-12-13,B
9.757872532087168,green,2025-12-14,A
9.061890795249552,green,2025-12-15,B
6.63459563439884,red,2025-12-16,B
10.403133419674822,green,2025-12-17,A
11.00414473030166,,2025-12-18,B
8.054534367793558,,2025-12-19,A
8.600035168344904,green,2025-12-20,B
12.664870323558763,red,2025-12-21,B
11.957899071896755,red,2025-12-22,A
9.712553853799253,green,2025-12-23,B
8.247851596666633,,2025-12-24,A
9.064896208115542,,2025-12-25,B
11.953516843597363,blue,2025-12-26,A
7.525457253112673,,2025-12-27,B
10.945057139949217,red,2025-12-28,A
12.533363866527647,blue,2025-12-29,A
8.518372212782714,red,2025-12-30,A
6.1454609136829506,green,2025-12-31,A
,,2026-01-01,B
9.326005849235626,,2026-01-02,B
9.421455757616773,green,2026-01-03,B
7.128885075441349,green,2026-01-04,B
,red,2026-01-05,B
9.51131777751687,blue,2026-01-06,B
9.727056628501954,green,2026-01-07,A
13.240730730394233,blue,2026-01-08,B
11.527676332647493,green,2026-01-09,B
13.269211024535846,red,2026-01-10,B
11.476001815937689,red,2026-01-11,B
14.159717494376274,red,2026-01-12,A
8.879080280723766,green,2026-01-13,A
8.93427461293595,blue,2026-01-14,A
11.227902190133289,green,2026-01-15,B
13.815025458640129,blue,2026-01-16,A
14.021151245942555,red,2026-01-17,B
6.645525995472792,red,2026-01-18,B
11.403349053997886,blue,2026-01-19,B
10.123295267064043,red,2026-01-20,B
